symbol,signal_time,entry_time,exit_time,bias,score,entry_price,stop_price,target_1,target_2,risk_per_share,shares,atr_14,hit_t1,exit_reason,pnl_dollars,r_multiple,reasons
AMZN,2026-02-02 14:45:00-05:00,2026-02-02 15:00:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,242.96,243.86,241.16,240.25,0.9021,110,0.6014,False,stop,-99.23,-0.992,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-02 14:45:00-05:00,2026-02-02 15:00:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,330.82,332.97,326.52,324.37,2.15,46,1.4333,False,stop,-98.9,-0.989,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-02 15:00:00-05:00,2026-02-02 15:15:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,187.09,188.12,185.01,183.98,1.0366,96,0.6911,True,target_2,248.79,2.488,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-02 15:30:00-05:00,2026-02-02 15:45:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,707.18,710.52,700.5,697.16,3.3409,29,2.2272,False,stop,-96.89,-0.969,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-02 15:30:00-05:00,2026-02-02 15:45:00-05:00,2026-02-03 09:45:00-05:00,SHORT,65,185.7,186.8,183.49,182.39,1.1004,90,0.7336,True,target_2,247.58,2.476,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-02 15:30:00-05:00,2026-02-02 15:45:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,330.03,332.05,325.98,323.96,2.0245,49,1.3497,False,stop,-99.2,-0.992,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-02 15:45:00-05:00,2026-02-03 09:30:00-05:00,2026-02-03 09:30:00-05:00,SHORT,65,245.07,246.01,243.2,242.26,0.9353,106,0.6235,False,stop,-99.14,-0.991,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-03 09:30:00-05:00,2026-02-03 09:45:00-05:00,2026-02-03 10:45:00-05:00,SHORT,65,707.7,712.21,698.67,694.16,4.5128,22,3.0085,True,target_2,248.2,2.482,"below 20-bar average, strong relative volume, near recent intraday low"
NVDA,2026-02-03 09:30:00-05:00,2026-02-03 09:45:00-05:00,2026-02-03 11:15:00-05:00,SHORT,85,183.46,184.89,180.59,179.16,1.4346,69,0.9564,True,target_2,248.19,2.482,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-03 09:30:00-05:00,2026-02-03 09:45:00-05:00,2026-02-03 10:15:00-05:00,SHORT,85,327.99,330.97,322.03,319.05,2.9791,33,1.9861,True,target_2,247.27,2.473,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-03 09:45:00-05:00,2026-02-03 10:00:00-05:00,2026-02-03 13:30:00-05:00,SHORT,85,241.11,242.76,237.8,236.15,1.6537,60,1.1024,True,target_2,248.05,2.481,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-03 10:00:00-05:00,2026-02-03 10:15:00-05:00,2026-02-04 09:30:00-05:00,SHORT,85,700.45,705.77,689.82,684.5,5.3153,18,3.5436,True,target_2,239.19,2.392,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-02-03 10:00:00-05:00,2026-02-03 10:15:00-05:00,2026-02-04 11:00:00-05:00,SHORT,85,180.7,182.46,177.18,175.42,1.7598,56,1.1732,True,target_2,246.37,2.464,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-03 10:00:00-05:00,2026-02-03 10:15:00-05:00,2026-02-03 12:30:00-05:00,SHORT,85,320.89,324.75,313.19,309.33,3.8535,25,2.569,True,target_2,242.77,2.428,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-02-03 10:00:00-05:00,2026-02-03 10:15:00-05:00,2026-02-03 10:45:00-05:00,SHORT,85,342.41,344.78,337.66,335.29,2.374,42,1.5827,False,stop,-99.71,-0.997,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-03 10:30:00-05:00,2026-02-03 10:45:00-05:00,2026-02-03 15:45:00-05:00,SHORT,85,315.96,320.43,307.02,302.55,4.4706,22,2.9804,False,stop,-98.35,-0.984,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-03 10:45:00-05:00,2026-02-03 11:00:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,237.89,240.19,233.3,231.0,2.2967,43,1.5311,True,target_2,248.04,2.48,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-03 11:00:00-05:00,2026-02-03 11:15:00-05:00,2026-02-04 11:45:00-05:00,SHORT,65,179.75,181.83,175.58,173.5,2.085,47,1.39,True,target_2,246.03,2.46,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-03 11:30:00-05:00,2026-02-03 11:45:00-05:00,2026-02-04 12:15:00-05:00,SHORT,65,315.37,320.76,304.58,299.19,5.3926,18,3.5951,True,target_2,242.67,2.427,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-03 12:00:00-05:00,2026-02-03 12:15:00-05:00,2026-02-04 12:30:00-05:00,SHORT,65,179.38,181.45,175.23,173.16,2.0727,48,1.3818,True,target_2,248.72,2.487,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-03 12:00:00-05:00,2026-02-03 12:15:00-05:00,2026-02-03 15:45:00-05:00,SHORT,65,313.64,319.1,302.7,297.23,5.4698,18,3.6465,False,stop,-98.46,-0.985,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-03 12:30:00-05:00,2026-02-03 12:45:00-05:00,2026-02-04 12:30:00-05:00,SHORT,65,179.45,181.51,175.33,173.27,2.0598,48,1.3732,True,target_2,247.18,2.472,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-03 12:30:00-05:00,2026-02-03 12:45:00-05:00,2026-02-03 15:15:00-05:00,SHORT,65,310.15,315.95,298.55,292.74,5.8019,17,3.8679,False,stop,-98.63,-0.986,"below 20-bar average, negative short-term momentum, strong relative volume"
GOOGL,2026-02-03 12:30:00-05:00,2026-02-03 12:45:00-05:00,2026-02-04 09:30:00-05:00,SHORT,65,339.79,343.18,333.0,329.61,3.3942,29,2.2628,False,stop,-98.43,-0.984,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-03 13:00:00-05:00,2026-02-03 13:15:00-05:00,2026-02-04 09:45:00-05:00,SHORT,65,690.87,696.88,678.86,672.85,6.0055,16,4.0037,True,target_2,240.22,2.402,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-03 13:00:00-05:00,2026-02-03 13:15:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,236.39,238.98,231.22,228.63,2.5851,38,1.7234,True,target_2,245.58,2.456,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-03 13:00:00-05:00,2026-02-03 13:15:00-05:00,2026-02-04 09:30:00-05:00,SHORT,65,339.46,342.45,333.48,330.49,2.9915,33,1.9943,False,stop,-98.72,-0.987,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-03 13:15:00-05:00,2026-02-03 13:30:00-05:00,2026-02-04 11:15:00-05:00,SHORT,65,179.15,180.7,176.04,174.49,1.553,64,1.0353,True,target_2,248.48,2.485,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-03 13:30:00-05:00,2026-02-03 13:45:00-05:00,2026-02-04 09:45:00-05:00,SHORT,65,688.34,693.74,677.52,672.11,5.4075,18,3.605,True,target_2,243.34,2.433,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-03 13:30:00-05:00,2026-02-03 13:45:00-05:00,2026-02-04 09:30:00-05:00,SHORT,65,338.87,341.47,333.68,331.08,2.597,38,1.7313,False,stop,-98.68,-0.987,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-03 14:15:00-05:00,2026-02-03 14:30:00-05:00,2026-02-04 09:45:00-05:00,SHORT,65,688.34,692.85,679.33,674.82,4.5085,22,3.0057,True,target_2,247.97,2.48,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-03 14:15:00-05:00,2026-02-03 14:30:00-05:00,2026-02-03 15:45:00-05:00,SHORT,65,178.68,180.07,175.88,174.49,1.3965,71,0.931,False,stop,-99.15,-0.992,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-04 11:30:00-05:00,2026-02-04 11:45:00-05:00,2026-02-04 14:45:00-05:00,SHORT,65,173.69,175.96,169.15,166.88,2.2705,44,1.5137,False,stop,-99.9,-0.999,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-04 11:30:00-05:00,2026-02-04 11:45:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,234.77,237.19,229.94,227.52,2.4189,41,1.6126,True,target_2,249.14,2.491,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-04 11:30:00-05:00,2026-02-04 11:45:00-05:00,2026-02-04 15:30:00-05:00,SHORT,65,303.47,309.31,291.8,285.96,5.837,17,3.8913,False,stop,-99.23,-0.992,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-04 11:30:00-05:00,2026-02-04 11:45:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,331.8,335.04,325.32,322.08,3.2395,30,2.1596,True,target_2,242.96,2.43,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-04 12:00:00-05:00,2026-02-04 12:15:00-05:00,2026-02-04 14:45:00-05:00,SHORT,65,302.57,308.41,290.89,285.04,5.8418,17,3.8945,False,stop,-99.31,-0.993,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-04 12:15:00-05:00,2026-02-04 12:30:00-05:00,2026-02-05 11:30:00-05:00,SHORT,65,669.81,678.08,653.26,644.99,8.2731,12,5.5154,False,stop,-99.28,-0.993,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-04 12:15:00-05:00,2026-02-04 12:30:00-05:00,2026-02-04 14:45:00-05:00,SHORT,65,173.34,175.66,168.7,166.38,2.3192,43,1.5461,False,stop,-99.73,-0.997,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-04 12:15:00-05:00,2026-02-04 12:30:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,233.4,235.91,228.37,225.86,2.5141,39,1.6761,True,target_2,246.38,2.464,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-04 12:15:00-05:00,2026-02-04 12:30:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,331.1,334.63,324.03,320.5,3.5338,28,2.3559,True,target_2,247.37,2.474,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-04 12:30:00-05:00,2026-02-04 12:45:00-05:00,2026-02-04 14:00:00-05:00,SHORT,65,296.62,302.62,284.62,278.61,6.0018,16,4.0012,False,stop,-96.03,-0.96,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-04 13:00:00-05:00,2026-02-04 13:15:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,232.88,235.44,227.76,225.2,2.5612,39,1.7075,True,target_2,251.0,2.51,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-04 13:30:00-05:00,2026-02-04 13:45:00-05:00,2026-02-05 09:30:00-05:00,SHORT,65,232.82,235.01,228.44,226.25,2.1884,45,1.4589,True,target_2,247.29,2.473,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-02-05 09:30:00-05:00,2026-02-05 09:45:00-05:00,2026-02-05 09:45:00-05:00,SHORT,85,273.65,276.04,268.88,266.5,2.3866,41,1.5911,False,stop,-97.85,-0.978,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-05 09:30:00-05:00,2026-02-05 09:45:00-05:00,2026-02-06 09:30:00-05:00,SHORT,65,224.9,227.88,218.95,215.98,2.975,33,1.9833,True,target_2,246.93,2.469,"below 20-bar average, negative short-term momentum, strong relative volume"
GOOGL,2026-02-05 09:30:00-05:00,2026-02-05 09:45:00-05:00,2026-02-05 15:00:00-05:00,SHORT,65,325.73,330.98,315.24,310.0,5.246,19,3.4973,False,stop,-99.67,-0.997,"below 20-bar average, negative short-term momentum, strong relative volume"
NVDA,2026-02-05 09:45:00-05:00,2026-02-05 10:00:00-05:00,2026-02-06 09:30:00-05:00,SHORT,65,173.9,175.95,169.81,167.76,2.0465,48,1.3644,False,stop,-98.23,-0.982,"below 20-bar average, negative short-term momentum, strong relative volume"
META,2026-02-05 10:00:00-05:00,2026-02-05 10:15:00-05:00,2026-02-05 11:15:00-05:00,SHORT,65,662.13,669.86,646.66,638.93,7.7345,12,5.1563,False,stop,-92.81,-0.928,"below 20-bar average, negative short-term momentum, strong relative volume"
AMZN,2026-02-05 10:00:00-05:00,2026-02-05 10:15:00-05:00,2026-02-05 11:30:00-05:00,SHORT,85,220.73,224.06,214.05,210.71,3.3398,29,2.2266,False,stop,-96.86,-0.969,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-02-05 10:45:00-05:00,2026-02-05 11:00:00-05:00,2026-02-05 14:15:00-05:00,SHORT,65,274.45,277.51,268.34,265.28,3.0563,32,2.0375,False,stop,-97.8,-0.978,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-05 11:00:00-05:00,2026-02-05 11:15:00-05:00,2026-02-05 11:30:00-05:00,SHORT,65,172.14,174.54,167.33,164.93,2.4045,41,1.603,False,stop,-98.58,-0.986,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-02-05 12:00:00-05:00,2026-02-05 12:15:00-05:00,2026-02-05 14:15:00-05:00,SHORT,65,274.09,277.48,267.31,263.92,3.3906,29,2.2604,False,stop,-98.33,-0.983,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-05 15:15:00-05:00,2026-02-05 15:30:00-05:00,2026-02-06 09:30:00-05:00,SHORT,65,172.25,173.71,169.32,167.86,1.4638,68,0.9759,False,stop,-99.54,-0.995,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-05 15:15:00-05:00,2026-02-05 15:30:00-05:00,2026-02-06 09:30:00-05:00,SHORT,85,308.02,311.93,300.21,296.3,3.9073,25,2.6049,False,stop,-97.68,-0.977,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-05 15:30:00-05:00,2026-02-05 15:45:00-05:00,2026-02-06 09:30:00-05:00,SHORT,65,222.35,223.95,219.15,217.55,1.6007,62,1.0671,True,target_2,248.11,2.481,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-05 15:45:00-05:00,2026-02-06 09:30:00-05:00,2026-02-06 09:30:00-05:00,SHORT,65,176.69,178.12,173.84,172.41,1.4251,70,0.9501,False,stop,-99.76,-0.998,"below 20-bar average, strong relative volume, near recent intraday low"
NVDA,2026-02-09 15:15:00-05:00,2026-02-09 15:30:00-05:00,2026-02-10 09:30:00-05:00,SHORT,65,189.89,191.78,186.12,184.23,1.8855,53,1.257,False,stop,-99.93,-0.999,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-02-09 15:15:00-05:00,2026-02-09 15:30:00-05:00,2026-02-10 09:30:00-05:00,SHORT,65,323.4,324.67,320.85,319.58,1.274,78,0.8493,True,target_2,248.43,2.484,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-09 15:45:00-05:00,2026-02-10 09:30:00-05:00,2026-02-11 09:45:00-05:00,SHORT,65,191.4,193.21,187.8,186.0,1.803,55,1.202,False,stop,-99.17,-0.992,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-09 15:45:00-05:00,2026-02-10 09:30:00-05:00,2026-02-10 10:00:00-05:00,SHORT,85,208.74,210.07,206.09,204.76,1.3271,75,0.8847,False,stop,-99.53,-0.995,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-09 15:45:00-05:00,2026-02-10 09:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,85,346.91,349.42,341.88,339.37,2.5128,39,1.6752,True,stop_after_t1,95.48,0.955,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-02-09 15:45:00-05:00,2026-02-10 09:30:00-05:00,2026-02-10 09:30:00-05:00,SHORT,65,320.95,322.13,318.59,317.4,1.1824,84,0.7883,True,target_2,248.31,2.483,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-10 11:15:00-05:00,2026-02-10 11:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,341.54,345.2,334.23,330.57,3.6554,27,2.437,False,stop,-98.7,-0.987,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-10 14:00:00-05:00,2026-02-10 14:15:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,341.91,344.12,337.49,335.28,2.2105,45,1.4737,False,stop,-99.47,-0.995,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-10 15:00:00-05:00,2026-02-10 15:15:00-05:00,2026-02-10 15:30:00-05:00,SHORT,65,671.47,674.45,665.52,662.54,2.979,33,1.986,False,stop,-98.31,-0.983,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-10 15:00:00-05:00,2026-02-10 15:15:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,340.87,342.67,337.28,335.48,1.7958,55,1.1972,False,stop,-98.77,-0.988,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-10 15:30:00-05:00,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,207.08,208.22,204.8,203.66,1.1386,87,0.7591,False,stop,-99.06,-0.991,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,85,674.0,677.06,667.89,664.83,3.0572,32,2.0381,False,stop,-97.83,-0.978,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,2026-02-11 10:00:00-05:00,SHORT,85,192.42,193.3,190.67,189.79,0.8764,114,0.5843,True,target_2,249.77,2.498,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,274.7,275.49,273.11,272.31,0.7937,125,0.5291,False,stop,-99.21,-0.992,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,65,346.8,348.43,343.53,341.9,1.6331,61,1.0887,True,target_2,249.86,2.499,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-02-10 15:45:00-05:00,2026-02-11 09:30:00-05:00,2026-02-11 09:30:00-05:00,SHORT,85,319.05,320.19,316.76,315.62,1.1438,87,0.7625,False,stop,-99.51,-0.995,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-11 10:00:00-05:00,2026-02-11 10:15:00-05:00,2026-02-11 10:45:00-05:00,SHORT,85,664.22,669.23,654.19,649.18,5.0139,19,3.3426,False,stop,-95.26,-0.953,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-11 10:00:00-05:00,2026-02-11 10:15:00-05:00,2026-02-11 12:00:00-05:00,SHORT,85,336.86,340.16,330.24,326.94,3.3056,30,2.2037,False,stop,-99.17,-0.992,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-02-11 10:00:00-05:00,2026-02-11 10:15:00-05:00,2026-02-12 11:30:00-05:00,SHORT,85,314.31,316.2,310.54,308.65,1.8868,53,1.2579,True,stop_after_t1,98.11,0.981,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-02-11 10:15:00-05:00,2026-02-11 10:30:00-05:00,2026-02-11 10:30:00-05:00,SHORT,85,188.93,190.66,185.46,183.73,1.7318,57,1.1545,False,stop,-98.71,-0.987,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-11 10:15:00-05:00,2026-02-11 10:30:00-05:00,2026-02-12 10:30:00-05:00,SHORT,65,204.98,206.65,201.64,199.97,1.6716,59,1.1144,True,target_2,247.4,2.474,"below 20-bar average, strong relative volume, near recent intraday low"
