symbols,rel_vol_min,skip_minutes,atr_stop_mult,target1_r,target2_r,total_trades,wins,losses,win_rate_pct,total_pnl,avg_pnl,avg_r,score
"META,NVDA,AAPL",1.2,30,1.0,1.5,3.0,60,34,26,56.67,2650.64,44.18,0.442,3942.69
"META,NVDA,AAPL",1.2,45,1.0,1.5,3.0,60,34,26,56.67,2650.64,44.18,0.442,3942.69
"META,NVDA,AAPL,AMZN",1.0,15,1.2,2.0,3.0,89,42,47,47.19,2895.95,32.54,0.325,3928.8
"META,NVDA,AAPL,AMZN",1.0,30,1.2,2.0,3.0,89,42,47,47.19,2895.95,32.54,0.325,3928.8
"META,NVDA,AAPL,AMZN",1.0,45,1.2,2.0,3.0,89,42,47,47.19,2895.95,32.54,0.325,3928.8
"META,NVDA,AAPL",1.2,15,1.5,2.0,3.0,60,35,25,58.33,2605.86,43.43,0.434,3914.81
"META,NVDA,AAPL",1.2,30,1.5,2.0,3.0,60,35,25,58.33,2605.86,43.43,0.434,3914.81
"META,NVDA,AAPL",1.2,45,1.5,2.0,3.0,60,35,25,58.33,2605.86,43.43,0.434,3914.81
"META,NVDA,AAPL,AMZN",1.0,15,1.5,1.5,3.0,89,47,42,52.81,2786.53,31.31,0.313,3891.68
"META,NVDA,AAPL,AMZN",1.0,30,1.5,1.5,3.0,89,47,42,52.81,2786.53,31.31,0.313,3891.68
"META,NVDA,AAPL,AMZN",1.0,45,1.5,1.5,3.0,89,47,42,52.81,2786.53,31.31,0.313,3891.68
"META,NVDA,AAPL",1.4,15,1.5,2.0,3.0,48,28,20,58.33,2495.83,52.0,0.52,3890.78
"META,NVDA,AAPL",1.4,30,1.5,2.0,3.0,48,28,20,58.33,2495.83,52.0,0.52,3890.78
"META,NVDA,AAPL",1.4,45,1.5,2.0,3.0,48,28,20,58.33,2495.83,52.0,0.52,3890.78
"META,NVDA,AAPL,AMZN",1.0,15,1.5,1.5,2.5,89,47,42,52.81,2732.1,30.7,0.307,3831.25
"META,NVDA,AAPL,AMZN",1.0,30,1.5,1.5,2.5,89,47,42,52.81,2732.1,30.7,0.307,3831.25
"META,NVDA,AAPL,AMZN",1.0,45,1.5,1.5,2.5,89,47,42,52.81,2732.1,30.7,0.307,3831.25
"META,NVDA,AAPL",1.2,15,1.0,2.0,3.0,60,31,29,51.67,2611.68,43.53,0.435,3821.73
"META,NVDA,AAPL",1.2,30,1.0,2.0,3.0,60,31,29,51.67,2611.68,43.53,0.435,3821.73
"META,NVDA,AAPL",1.2,45,1.0,2.0,3.0,60,31,29,51.67,2611.68,43.53,0.435,3821.73
"META,NVDA,AAPL",1.2,15,1.5,2.0,2.5,60,35,25,58.33,2520.35,42.01,0.42,3815.3
"META,NVDA,AAPL",1.2,30,1.5,2.0,2.5,60,35,25,58.33,2520.35,42.01,0.42,3815.3
"META,NVDA,AAPL",1.2,45,1.5,2.0,2.5,60,35,25,58.33,2520.35,42.01,0.42,3815.3
"META,NVDA,AAPL,AMZN",1.0,15,1.0,1.5,3.0,89,44,45,49.44,2743.5,30.83,0.308,3793.1
"META,NVDA,AAPL,AMZN",1.0,30,1.0,1.5,3.0,89,44,45,49.44,2743.5,30.83,0.308,3793.1
"META,NVDA,AAPL,AMZN",1.0,45,1.0,1.5,3.0,89,44,45,49.44,2743.5,30.83,0.308,3793.1
"META,NVDA,AAPL",1.2,15,1.0,2.0,2.5,60,31,29,51.67,2585.19,43.09,0.431,3791.24
"META,NVDA,AAPL",1.2,30,1.0,2.0,2.5,60,31,29,51.67,2585.19,43.09,0.431,3791.24
"META,NVDA,AAPL",1.2,45,1.0,2.0,2.5,60,31,29,51.67,2585.19,43.09,0.431,3791.24
"META,NVDA,AAPL,AMZN",1.0,15,1.2,2.0,2.5,89,42,47,47.19,2755.99,30.97,0.31,3773.84
"META,NVDA,AAPL,AMZN",1.0,30,1.2,2.0,2.5,89,42,47,47.19,2755.99,30.97,0.31,3773.84
"META,NVDA,AAPL,AMZN",1.0,45,1.2,2.0,2.5,89,42,47,47.19,2755.99,30.97,0.31,3773.84
"META,NVDA,AAPL",1.4,15,1.0,1.5,3.0,48,28,20,58.33,2396.34,49.92,0.499,3770.29
"META,NVDA,AAPL",1.4,30,1.0,1.5,3.0,48,28,20,58.33,2396.34,49.92,0.499,3770.29
"META,NVDA,AAPL",1.4,45,1.0,1.5,3.0,48,28,20,58.33,2396.34,49.92,0.499,3770.29
"META,NVDA,AAPL",1.2,15,1.0,1.5,2.5,60,34,26,56.67,2473.88,41.23,0.412,3735.93
"META,NVDA,AAPL",1.2,30,1.0,1.5,2.5,60,34,26,56.67,2473.88,41.23,0.412,3735.93
"META,NVDA,AAPL",1.2,45,1.0,1.5,2.5,60,34,26,56.67,2473.88,41.23,0.412,3735.93
"META,NVDA,AAPL",1.4,15,1.5,1.5,3.0,48,29,19,60.42,2297.0,47.85,0.479,3682.3
"META,NVDA,AAPL",1.4,30,1.5,1.5,3.0,48,29,19,60.42,2297.0,47.85,0.479,3682.3
"META,NVDA,AAPL",1.4,45,1.5,1.5,3.0,48,29,19,60.42,2297.0,47.85,0.479,3682.3
"META,NVDA,AAPL",1.4,15,1.5,2.0,2.5,48,28,20,58.33,2320.8,48.35,0.483,3678.75
"META,NVDA,AAPL",1.4,30,1.5,2.0,2.5,48,28,20,58.33,2320.8,48.35,0.483,3678.75
"META,NVDA,AAPL",1.4,45,1.5,2.0,2.5,48,28,20,58.33,2320.8,48.35,0.483,3678.75
"META,NVDA,AAPL",1.4,15,1.0,1.5,2.5,48,28,20,58.33,2319.72,48.33,0.483,3677.67
"META,NVDA,AAPL",1.4,30,1.0,1.5,2.5,48,28,20,58.33,2319.72,48.33,0.483,3677.67
"META,NVDA,AAPL",1.4,45,1.0,1.5,2.5,48,28,20,58.33,2319.72,48.33,0.483,3677.67
"META,NVDA,AAPL,AMZN",1.0,15,1.0,1.5,2.5,89,44,45,49.44,2636.06,29.62,0.296,3673.66
"META,NVDA,AAPL,AMZN",1.0,30,1.0,1.5,2.5,89,44,45,49.44,2636.06,29.62,0.296,3673.66
"META,NVDA,AAPL,AMZN",1.0,45,1.0,1.5,2.5,89,44,45,49.44,2636.06,29.62,0.296,3673.66
"META,NVDA,AAPL",1.0,15,1.2,1.5,2.5,65,34,31,52.31,2466.78,37.95,0.38,3631.43
"META,NVDA,AAPL",1.0,30,1.2,1.5,2.5,65,34,31,52.31,2466.78,37.95,0.38,3631.43
"META,NVDA,AAPL",1.0,45,1.2,1.5,2.5,65,34,31,52.31,2466.78,37.95,0.38,3631.43
"META,NVDA,AAPL",1.2,15,1.5,1.5,3.0,60,36,24,60.0,2332.94,38.88,0.389,3621.94
"META,NVDA,AAPL",1.2,30,1.5,1.5,3.0,60,36,24,60.0,2332.94,38.88,0.389,3621.94
"META,NVDA,AAPL",1.2,45,1.5,1.5,3.0,60,36,24,60.0,2332.94,38.88,0.389,3621.94
"META,NVDA,AAPL",1.0,15,1.2,1.5,3.0,65,34,31,52.31,2404.92,37.0,0.37,3559.57
"META,NVDA,AAPL",1.0,30,1.2,1.5,3.0,65,34,31,52.31,2404.92,37.0,0.37,3559.57
"META,NVDA,AAPL",1.0,45,1.2,1.5,3.0,65,34,31,52.31,2404.92,37.0,0.37,3559.57
"META,NVDA,AAPL",1.2,15,1.5,1.5,2.5,60,36,24,60.0,2247.42,37.46,0.375,3522.42
"META,NVDA,AAPL",1.2,30,1.5,1.5,2.5,60,36,24,60.0,2247.42,37.46,0.375,3522.42
"META,NVDA,AAPL",1.2,45,1.5,1.5,2.5,60,36,24,60.0,2247.42,37.46,0.375,3522.42
"META,NVDA,AAPL",1.2,15,1.2,2.0,3.0,60,32,28,53.33,2323.32,38.72,0.387,3510.27
"META,NVDA,AAPL",1.2,30,1.2,2.0,3.0,60,32,28,53.33,2323.32,38.72,0.387,3510.27
"META,NVDA,AAPL",1.2,45,1.2,2.0,3.0,60,32,28,53.33,2323.32,38.72,0.387,3510.27
"META,NVDA,AAPL",1.2,15,1.2,2.0,2.5,60,32,28,53.33,2308.38,38.47,0.385,3493.33
"META,NVDA,AAPL",1.2,30,1.2,2.0,2.5,60,32,28,53.33,2308.38,38.47,0.385,3493.33
"META,NVDA,AAPL",1.2,45,1.2,2.0,2.5,60,32,28,53.33,2308.38,38.47,0.385,3493.33
"META,NVDA,AAPL,AMZN",1.2,15,1.0,2.0,3.0,82,38,44,46.34,2473.27,30.16,0.302,3470.37
"META,NVDA,AAPL,AMZN",1.2,30,1.0,2.0,3.0,82,38,44,46.34,2473.27,30.16,0.302,3470.37
"META,NVDA,AAPL,AMZN",1.2,45,1.0,2.0,3.0,82,38,44,46.34,2473.27,30.16,0.302,3470.37
"META,NVDA,AAPL",1.4,15,1.5,1.5,2.5,48,29,19,60.42,2121.95,44.21,0.442,3470.25
"META,NVDA,AAPL",1.4,30,1.5,1.5,2.5,48,29,19,60.42,2121.95,44.21,0.442,3470.25
"META,NVDA,AAPL",1.4,45,1.5,1.5,2.5,48,29,19,60.42,2121.95,44.21,0.442,3470.25
"META,NVDA,AAPL",1.4,15,1.0,2.0,2.5,48,24,24,50.0,2227.09,46.4,0.464,3441.09
"META,NVDA,AAPL",1.4,30,1.0,2.0,2.5,48,24,24,50.0,2227.09,46.4,0.464,3441.09
"META,NVDA,AAPL",1.4,45,1.0,2.0,2.5,48,24,24,50.0,2227.09,46.4,0.464,3441.09
"META,NVDA,AAPL,AMZN",1.2,15,1.0,2.0,2.5,82,38,44,46.34,2443.27,29.8,0.298,3436.37
"META,NVDA,AAPL,AMZN",1.2,30,1.0,2.0,2.5,82,38,44,46.34,2443.27,29.8,0.298,3436.37
"META,NVDA,AAPL,AMZN",1.2,45,1.0,2.0,2.5,82,38,44,46.34,2443.27,29.8,0.298,3436.37
"META,NVDA,AAPL,AMZN",1.2,15,1.5,2.0,3.0,82,42,40,51.22,2375.08,28.96,0.29,3433.38
"META,NVDA,AAPL,AMZN",1.2,30,1.5,2.0,3.0,82,42,40,51.22,2375.08,28.96,0.29,3433.38
"META,NVDA,AAPL,AMZN",1.2,45,1.5,2.0,3.0,82,42,40,51.22,2375.08,28.96,0.29,3433.38
"META,NVDA,AAPL,AMZN",1.2,15,1.5,2.0,2.5,82,42,40,51.22,2345.88,28.61,0.286,3400.18
"META,NVDA,AAPL,AMZN",1.2,30,1.5,2.0,2.5,82,42,40,51.22,2345.88,28.61,0.286,3400.18
"META,NVDA,AAPL,AMZN",1.2,45,1.5,2.0,2.5,82,42,40,51.22,2345.88,28.61,0.286,3400.18
"META,NVDA,AAPL",1.4,15,1.0,2.0,3.0,48,24,24,50.0,2178.51,45.39,0.454,3382.51
"META,NVDA,AAPL",1.4,30,1.0,2.0,3.0,48,24,24,50.0,2178.51,45.39,0.454,3382.51
"META,NVDA,AAPL",1.4,45,1.0,2.0,3.0,48,24,24,50.0,2178.51,45.39,0.454,3382.51
"META,NVDA,AAPL",1.4,15,1.2,2.0,3.0,48,25,23,52.08,2074.04,43.21,0.432,3287.24
"META,NVDA,AAPL",1.4,30,1.2,2.0,3.0,48,25,23,52.08,2074.04,43.21,0.432,3287.24
"META,NVDA,AAPL",1.4,45,1.2,2.0,3.0,48,25,23,52.08,2074.04,43.21,0.432,3287.24
"META,NVDA,AAPL,AMZN",1.2,15,1.5,1.5,3.0,82,44,38,53.66,2154.88,26.28,0.263,3222.78
"META,NVDA,AAPL,AMZN",1.2,30,1.5,1.5,3.0,82,44,38,53.66,2154.88,26.28,0.263,3222.78
"META,NVDA,AAPL,AMZN",1.2,45,1.5,1.5,3.0,82,44,38,53.66,2154.88,26.28,0.263,3222.78
"META,NVDA,AAPL",1.4,15,1.2,2.0,2.5,48,25,23,52.08,2012.18,41.92,0.419,3212.38
"META,NVDA,AAPL",1.4,30,1.2,2.0,2.5,48,25,23,52.08,2012.18,41.92,0.419,3212.38
"META,NVDA,AAPL",1.4,45,1.2,2.0,2.5,48,25,23,52.08,2012.18,41.92,0.419,3212.38
"META,NVDA,AAPL,AMZN",1.2,15,1.5,1.5,2.5,82,44,38,53.66,2125.68,25.92,0.259,3189.58
"META,NVDA,AAPL,AMZN",1.2,30,1.5,1.5,2.5,82,44,38,53.66,2125.68,25.92,0.259,3189.58
"META,NVDA,AAPL,AMZN",1.2,45,1.5,1.5,2.5,82,44,38,53.66,2125.68,25.92,0.259,3189.58
"META,NVDA,AAPL,AMZN",1.2,15,1.2,2.0,3.0,82,39,43,47.56,2177.87,26.56,0.266,3157.27
"META,NVDA,AAPL,AMZN",1.2,30,1.2,2.0,3.0,82,39,43,47.56,2177.87,26.56,0.266,3157.27
"META,NVDA,AAPL,AMZN",1.2,45,1.2,2.0,3.0,82,39,43,47.56,2177.87,26.56,0.266,3157.27
"META,NVDA,AAPL,AMZN",1.2,15,1.0,1.5,3.0,82,41,41,50.0,2099.41,25.6,0.256,3105.41
"META,NVDA,AAPL,AMZN",1.2,30,1.0,1.5,3.0,82,41,41,50.0,2099.41,25.6,0.256,3105.41
"META,NVDA,AAPL,AMZN",1.2,45,1.0,1.5,3.0,82,41,41,50.0,2099.41,25.6,0.256,3105.41
"META,NVDA,AAPL",1.2,15,1.2,1.5,2.5,60,32,28,53.33,1969.9,32.83,0.328,3097.85
"META,NVDA,AAPL",1.2,30,1.2,1.5,2.5,60,32,28,53.33,1969.9,32.83,0.328,3097.85
"META,NVDA,AAPL",1.2,45,1.2,1.5,2.5,60,32,28,53.33,1969.9,32.83,0.328,3097.85
"META,NVDA,AAPL,AMZN",1.4,15,1.5,2.0,3.0,68,33,35,48.53,2016.5,29.65,0.296,3040.45
"META,NVDA,AAPL,AMZN",1.4,30,1.5,2.0,3.0,68,33,35,48.53,2016.5,29.65,0.296,3040.45
"META,NVDA,AAPL,AMZN",1.4,45,1.5,2.0,3.0,68,33,35,48.53,2016.5,29.65,0.296,3040.45
"META,NVDA,AAPL",1.4,15,1.2,1.5,2.5,48,26,22,54.17,1835.61,38.24,0.382,3030.16
"META,NVDA,AAPL",1.4,30,1.2,1.5,2.5,48,26,22,54.17,1835.61,38.24,0.382,3030.16
"META,NVDA,AAPL",1.4,45,1.2,1.5,2.5,48,26,22,54.17,1835.61,38.24,0.382,3030.16
"META,NVDA,AAPL,AMZN",1.2,15,1.2,2.0,2.5,82,39,43,47.56,2062.81,25.16,0.252,3028.21
"META,NVDA,AAPL,AMZN",1.2,30,1.2,2.0,2.5,82,39,43,47.56,2062.81,25.16,0.252,3028.21
"META,NVDA,AAPL,AMZN",1.2,45,1.2,2.0,2.5,82,39,43,47.56,2062.81,25.16,0.252,3028.21
"META,NVDA,AAPL",1.2,15,1.2,1.5,3.0,60,32,28,53.33,1883.13,31.39,0.314,2997.08
"META,NVDA,AAPL",1.2,30,1.2,1.5,3.0,60,32,28,53.33,1883.13,31.39,0.314,2997.08
"META,NVDA,AAPL",1.2,45,1.2,1.5,3.0,60,32,28,53.33,1883.13,31.39,0.314,2997.08
"META,NVDA,AAPL,AMZN",1.2,15,1.0,1.5,2.5,82,41,41,50.0,1969.12,24.01,0.24,2959.12
"META,NVDA,AAPL,AMZN",1.2,30,1.0,1.5,2.5,82,41,41,50.0,1969.12,24.01,0.24,2959.12
"META,NVDA,AAPL,AMZN",1.2,45,1.0,1.5,2.5,82,41,41,50.0,1969.12,24.01,0.24,2959.12
"META,NVDA,AAPL",1.4,15,1.2,1.5,3.0,48,26,22,54.17,1770.83,36.89,0.369,2952.38
"META,NVDA,AAPL",1.4,30,1.2,1.5,3.0,48,26,22,54.17,1770.83,36.89,0.369,2952.38
"META,NVDA,AAPL",1.4,45,1.2,1.5,3.0,48,26,22,54.17,1770.83,36.89,0.369,2952.38
"META,NVDA,AAPL,AMZN",1.4,15,1.5,1.5,3.0,68,35,33,51.47,1895.15,27.87,0.279,2946.2
"META,NVDA,AAPL,AMZN",1.4,30,1.5,1.5,3.0,68,35,33,51.47,1895.15,27.87,0.279,2946.2
"META,NVDA,AAPL,AMZN",1.4,45,1.5,1.5,3.0,68,35,33,51.47,1895.15,27.87,0.279,2946.2
"META,NVDA,AAPL,AMZN",1.4,15,1.5,2.0,2.5,68,33,35,48.53,1837.98,27.03,0.27,2835.93
"META,NVDA,AAPL,AMZN",1.4,30,1.5,2.0,2.5,68,33,35,48.53,1837.98,27.03,0.27,2835.93
"META,NVDA,AAPL,AMZN",1.4,45,1.5,2.0,2.5,68,33,35,48.53,1837.98,27.03,0.27,2835.93
"META,NVDA,AAPL,AMZN",1.0,15,1.2,1.5,2.5,89,42,47,47.19,1878.9,21.11,0.211,2797.75
"META,NVDA,AAPL,AMZN",1.0,30,1.2,1.5,2.5,89,42,47,47.19,1878.9,21.11,0.211,2797.75
"META,NVDA,AAPL,AMZN",1.0,45,1.2,1.5,2.5,89,42,47,47.19,1878.9,21.11,0.211,2797.75
"META,NVDA,AAPL,AMZN",1.0,15,1.2,1.5,3.0,89,42,47,47.19,1867.12,20.98,0.21,2784.97
"META,NVDA,AAPL,AMZN",1.0,30,1.2,1.5,3.0,89,42,47,47.19,1867.12,20.98,0.21,2784.97
"META,NVDA,AAPL,AMZN",1.0,45,1.2,1.5,3.0,89,42,47,47.19,1867.12,20.98,0.21,2784.97
"META,NVDA,AAPL,AMZN",1.4,15,1.5,1.5,2.5,68,35,33,51.47,1716.62,25.24,0.252,2740.67
"META,NVDA,AAPL,AMZN",1.4,30,1.5,1.5,2.5,68,35,33,51.47,1716.62,25.24,0.252,2740.67
"META,NVDA,AAPL,AMZN",1.4,45,1.5,1.5,2.5,68,35,33,51.47,1716.62,25.24,0.252,2740.67
"META,NVDA,AAPL,AMZN",1.4,15,1.0,2.0,2.5,68,29,39,42.65,1829.22,26.9,0.269,2737.97
"META,NVDA,AAPL,AMZN",1.4,30,1.0,2.0,2.5,68,29,39,42.65,1829.22,26.9,0.269,2737.97
"META,NVDA,AAPL,AMZN",1.4,45,1.0,2.0,2.5,68,29,39,42.65,1829.22,26.9,0.269,2737.97
"META,NVDA,AAPL,AMZN",1.4,15,1.0,1.5,3.0,68,33,35,48.53,1702.88,25.04,0.25,2680.83
"META,NVDA,AAPL,AMZN",1.4,30,1.0,1.5,3.0,68,33,35,48.53,1702.88,25.04,0.25,2680.83
"META,NVDA,AAPL,AMZN",1.4,45,1.0,1.5,3.0,68,33,35,48.53,1702.88,25.04,0.25,2680.83
"META,NVDA,AAPL,AMZN",1.4,15,1.0,2.0,3.0,68,29,39,42.65,1759.14,25.87,0.259,2657.89
"META,NVDA,AAPL,AMZN",1.4,30,1.0,2.0,3.0,68,29,39,42.65,1759.14,25.87,0.259,2657.89
"META,NVDA,AAPL,AMZN",1.4,45,1.0,2.0,3.0,68,29,39,42.65,1759.14,25.87,0.259,2657.89
"META,NVDA,AAPL,AMZN",1.4,15,1.0,1.5,2.5,68,33,35,48.53,1672.73,24.6,0.246,2646.68
"META,NVDA,AAPL,AMZN",1.4,30,1.0,1.5,2.5,68,33,35,48.53,1672.73,24.6,0.246,2646.68
"META,NVDA,AAPL,AMZN",1.4,45,1.0,1.5,2.5,68,33,35,48.53,1672.73,24.6,0.246,2646.68
"META,NVDA,AAPL,AMZN",1.4,15,1.2,2.0,3.0,68,30,38,44.12,1652.34,24.3,0.243,2557.14
"META,NVDA,AAPL,AMZN",1.4,30,1.2,2.0,3.0,68,30,38,44.12,1652.34,24.3,0.243,2557.14
"META,NVDA,AAPL,AMZN",1.4,45,1.2,2.0,3.0,68,30,38,44.12,1652.34,24.3,0.243,2557.14
"META,NVDA,AAPL,AMZN",1.4,15,1.2,2.0,2.5,68,30,38,44.12,1515.57,22.29,0.223,2400.37
"META,NVDA,AAPL,AMZN",1.4,30,1.2,2.0,2.5,68,30,38,44.12,1515.57,22.29,0.223,2400.37
"META,NVDA,AAPL,AMZN",1.4,45,1.2,2.0,2.5,68,30,38,44.12,1515.57,22.29,0.223,2400.37
"META,NVDA,AAPL,AMZN",1.2,15,1.2,1.5,2.5,82,39,43,47.56,1325.27,16.16,0.162,2200.67
"META,NVDA,AAPL,AMZN",1.2,30,1.2,1.5,2.5,82,39,43,47.56,1325.27,16.16,0.162,2200.67
"META,NVDA,AAPL,AMZN",1.2,45,1.2,1.5,2.5,82,39,43,47.56,1325.27,16.16,0.162,2200.67
"META,NVDA,AAPL,AMZN",1.2,15,1.2,1.5,3.0,82,39,43,47.56,1288.58,15.71,0.157,2158.98
"META,NVDA,AAPL,AMZN",1.2,30,1.2,1.5,3.0,82,39,43,47.56,1288.58,15.71,0.157,2158.98
"META,NVDA,AAPL,AMZN",1.2,45,1.2,1.5,3.0,82,39,43,47.56,1288.58,15.71,0.157,2158.98
"META,NVDA,AAPL,AMZN",1.4,15,1.2,1.5,2.5,68,31,37,45.59,1090.62,16.04,0.16,1934.47
"META,NVDA,AAPL,AMZN",1.4,30,1.2,1.5,2.5,68,31,37,45.59,1090.62,16.04,0.16,1934.47
"META,NVDA,AAPL,AMZN",1.4,45,1.2,1.5,2.5,68,31,37,45.59,1090.62,16.04,0.16,1934.47
"META,NVDA,AAPL,AMZN",1.4,15,1.2,1.5,3.0,68,31,37,45.59,1075.92,15.82,0.158,1917.77
"META,NVDA,AAPL,AMZN",1.4,30,1.2,1.5,3.0,68,31,37,45.59,1075.92,15.82,0.158,1917.77
"META,NVDA,AAPL,AMZN",1.4,45,1.2,1.5,3.0,68,31,37,45.59,1075.92,15.82,0.158,1917.77
